"JointSubmissionId","Institution","UnitOfAssessment","MultipleSubmission","StaffIdentifier","OutputNumber","Year","OutputType","LongTitle","ShortTitle","Pagination","Publisher","Editors","ISBN","PublicationDate","EndDate","URL","DOI","OtherDetails","EnglishAbstract","ResearchGroup","IsInterdisciplinary","NumberofAdditionalAuthors","CoAuthor1","CoAuthor1External","CoAuthor2","CoAuthor2External","CoAuthor3","CoAuthor3External"
,"0137",22,,216504,1,,"D","A general class of latent variable models for ordinal manifest variables with covariate effects on the manifest and latent variables","56 (2)","337-357","British Journal of Mathematical and Statistical Psychology",,"0007-1102",2003-Nov-01,,,"10.1348/000711003770480075",,,,False,,,,,,,
,"0137",22,,216504,3,,"D","Bounded-influence robust estimation in generalised linear latent variable models","101 (474)","644-653","Journal of the American Statistical Association",,"1537274X",2006-Jun-01,,,"10.1198/016214505000001320",,,,False,,"Victoria-Feser, M",True,,,,
,"0137",22,,216504,4,,"D","Factor models for ordinal variables with covariate effects on the manifest and latent variables: a comparison of LISREL and IRT approaches","11 (4)","487-513","Structural Equation Modelling",,"1070-5511",2004-Jan-01,,,"10.1207/s15328007sem1104_1",,,,False,,"Joreskog, K G",True,"Mavridis, D",True,,
,"0137",22,,216752,1,2004,"A","Exploring multivariate data with the forward search",,"642","Springer-Verlag",,"0-387-40852-5",,,,,"This book is virtually 100% research. The authors did not invent principal components analysis or clustering. But, for all methods, they analyse data using the forward search, which they did invent and program, as well as deriving the statistical properties of the method. A quick glimpse at the figures will substantiate this claim.",,,False,,"A Cerioli",True,"M Riani",True,,
,"0137",22,,216752,2,,"D","Bayesian adaptive biased-coin designs for clinical trials with normal responses","61 (1)","118-125","Biometrics",,"0006-341X",2005-Mar-01,,,"10.1111/j.0006-341X.2005.031002.x",,,,False,,"A Biswas",True,,,,
,"0137",22,,216752,3,,"D","Forward search added-variable t-tests and the effect of masked outliers on model selection","89 (4)","939-946","Biometrika",,"0006-3444",2002-Dec-01,,,"10.1093/biomet/89.4.939",,,,False,,"M Riani",True,,,,
,"0137",22,,216752,4,,"D","The comparison of designs for sequential clinical trials with covariate information","165 (2)","349-373","Journal of the Royal Statistical Society - Series A: Statistics in Society",,"1467-985X",2002-Jun-01,,,"10.1111/1467-985X.00564",,,,False,,,,,,,
,"0137",22,,244529,1,,"D","Further calculations for Israeli options","76 (6)","549-569","Stochastics and Stochastics Reports",,"1045-1129",2004-Dec-01,,,"10.1080/10451120412331313438","Please note that this paper arose out of Baurdoux's MA thesis.",,,False,,"Kyprianou, A E",True,,,,
,"0123",22,,133986,1,,"D","<p>Homicide and the media: identifying the top cases in The Times</p>","41 (5)","401-421","The Howard Journal of Criminal Justice",,"14682311",2002-Dec-01,,,"10.1111/1468-2311.00255",,,,True,," Peelo M",True,"Francis B",False,"Soothill K",False
,"0123",22,,133986,2,,"D","<p style="" margin-top: 0;"">The Persistent Offenders Debate: A Focus on Temporal Changes</p>","3 (4)","389-412","Criminal Justice",,"14668025",2003-Nov-01,,,"10.1177/146680250334004",,,,True,,"Francis B",False,"Soothill K",False,,
,"0123",22,,133986,3,,"D","<p>The Criminal Careers of Arsonists</p>","44","27 - 40","Medicine, Science and the Law",,"0025-8024",2004-Jan-01,,,,,,,True,,"Francis B",False,"Soothill K",False,,
,"0123",22,,133986,4,,"D","<p>Profiles of crime recruitment: changing patterns over time</p>","44 (3)","401-418","British Journal of Criminology",,"14643529",2004-Apr-08,,,"10.1093/bjc/azh018",,,,True,,"Francis B",False,"Soothill K",False,,
,"0123",22,,133988,1,,"D","<p>Exploratory analysis of longitudinal trials with staggered intervention times.</p>","6 (3)","479-485","Biostatistics",,"14684357",2005-Jul-01,,,"10.1093/biostatistics/kxi023",,,,False,,"Diggle P J ",False,"Sousa I",False,,
,"0123",22,,133988,2,,"D","<p>Effect and duration of lung volume reduction surgery on pulmonary function</p>","54 (3)","188-192","The Thoracic and Cardiovascular Surgeon",,"14391902",2006-Apr-02,,,"10.1055/s-2005-872953",,,,False,6,"Lim E",True,"Ali A",True,"Cartwright N",True
,"0123",22,,133988,3,,"D","<p>Asymptomatic primary billiary cirrhosis: Clinical features, prognosis &#38; symptom progression in a large population based cohort</p>","53 (6)","865-870","Gut",,"00175749",2004-Jun-03,,,"10.1136/gut.2003.023937",,,,False,1,"Prince M I",True,"Craig W L",True,"Metcalf J V",True
,"0123",22,,133988,4,,"D","<p>Investigation of spatial clustering from matched and stratified case-control studies</p>","2 (3)","277-293","Biostatistics",,"14684357",2001-Sep-04,,,"10.1093/biostatistics/2.3.277",,,,False,,"Diggle P J",False,"Marshall A",True,"Parslow R",True
,"0123",22,,133990,1,,"D","<p>Spatio-temporal prediction for log-Gaussian Cox processes</p>","63 (4)","823-841","Journal of the Royal Statistical Society Series B (Statistical Methodology)",,"14679868",2001-Apr-01,,,"10.1111/1467-9868.00315",,,,False,,"Brix A ",True,,,,
,"0123",22,,133990,2,,"D","<p>Detecting dependence between marks and locations of marked point processes</p>","66 (1)","79-93","Journal of the Royal Statistical Society Series B (Statistical Methodology)",,"14679868",2004-Feb-01,,,"10.1046/j.1369-7412.2003.05343.x",,,,False,,"Ribeiro P J ",True,"Schlather M S",True,,
,"0123",22,,133990,3,2007,"A","<p>Model-based Geostatistics</p>",,"228","Springer Statistical Science",,"978-0-387-32907-9",,,,,"This volume is the first book-length treatment of model-based geostatistics which refers to the application of general statistical principles of modelling and inference to geostatistical problems. The authors have written an expository text, emphasising statistical methods and applications. Analyses of data-sets from a range of scientific contexts feature prominently, and simulations are used to illustrate theoretical results. The computational results in the book are supported by the authors' R-based software package, geoR, whose usage is illustrated in a computational section at the end of each chapter.

The research contents compiles and presents in a comprehensive way work done by the authors in the field with emphasis on a model-based approach to geostatistics, including Bayesian inference, expanding the linear geostatistical model to the framework of generalized linear models and geostatistical design. Also is shown how the geostatistical model can be use as a component in more general modelling strategies. The book's methodological novelty is particularly contained in Chapters 4, 6, 7 and 8.
",,,False,,"Ribeiro P J",True,,,,
,"0123",22,,133990,4,,"D","<p>Analysis of longitudinal data with drop-out: objectives, assumptions and a proposal (with discussion)</p>","56 (5)","499-550","Journal of the Royal Statistical Society Series C (Applied Statistics)",,"14679876",2007-Nov-01,,,"10.1111/j.1467-9876.2007.00590.x",,,,False,,"Farewell D",False,"Henderson R ",False,,
,"0123",22,,133991,1,,"D","<p>Estimating recombination rates from population genetic data</p>","159 (3)","1299-1318","Genetics",,"0016-6731",2001-Nov-01,,,,,,,False,,"Donnelly P ",True,,,,
,"0123",22,,133991,2,,"D","<p>Approximate likelihood methods for estimating local recombination rates (with discussion)</p>","64 (4)","657-680","Journal of the Royal Statistical Society Series B (Statistical Methodology)",,"14679868",2002-Nov-01,,"http://www.catchword.com/rpsv/cw/bpl/13697412/v64n4/contp1-1.htm","10.1111/1467-9868.00355",,,,False,,"Donnelly P ",True,,,,
,"0123",22,,133991,3,,"D","<p>Online inference for Markov models</p>","65 (4)","887-899","Journal of the Royal Statistical Society Series B (Statistical Methodology)",,"14679868",2003-Nov-01,,"http://konstanza.ingentaselect.com/vl=556297/cl=93/nw=1/rpsv/ij/bpl/13697412/m_cp1-1.htm","10.1111/1467-9868.00421",,,,False,,"Clifford P",True,,,,
,"0123",22,,133991,4,,"D","<p>Exact and Efficient Likelihood inference for Discretely Observed Diffusion Processes (with discussion)</p>","68 (5)","333-382","Journal of the Royal Statistical Society Series B (Statistical Methodology)",,"14679868",2006-Nov-01,,,"10.1111/j.1467-9868.2006.00566.x",,,,False,,"Beskos A ",False,"Papaspiliopoulos O ",False,"Roberts G",False
,"0123",22,,133992,1,,"D","<p>Identifying patterns of offending behaviour: A new approach to typologies of crime</p>","1 (1)","43-77","European Journal of Criminology",,"14773708",2004-Jan-01,,,"10.1177/1477370804038707",,,,True,,"Figelstone R",False,"Soothill K",False,,
,"0123",22,,133992,2,,"D","<p>A latent Markov model for detecting patterns of criminal activity.</p>","170 (1)","115-133","Journal of the Royal Statistical Society Series A (Statistics in Society)",,"1467985X",2006-Dec-21,,,"10.1111/j.1467-985X.2006.00440.x",,,,True,,"Bartolucci F",True,"Pennoni F",True,,
,"0123",22,,133992,3,,"D","<p>Multiple cohort data, delinquent generations and criminal careers</p>","20 (2)","103-126","Journal of Contemporary Criminal Justice",,"10439862",2004-May-01,,,"10.1177/1043986204263768",,,,True,,"Ackerley E",False,"Soothill K",False,,
,"0123",22,,133993,1,,"D","<p>Parallel scheduling of multiclass M/M/m queues: approximate and heavy-traffic optimization of achievable performance</p>","49 (4)","609-623","Operations Research",,"15265463",2001-Jul-01,,,"10.1287/opre.49.4.609.11225",,,,False,,"Nino-Mora J ",True,,,,
,"0123",22,,133993,2,,"D","<p>Discounted multi-armed bandit problems on a collection of machines with varying speeds</p>","29 (2)","266-279","Mathematics of Operations Research",,"15265471",2004-May-01,,,"10.1287/moor.1030.0068",,,,False,,"Dunn R T ",True,,,,
,"0123",22,,133993,3,,"D","<p>Spinning plates and squad systems- policies for bi-directional restless bandits</p>","38 (1)","95-115","Advances in Applied Probability",,"00018678",2006-Mar-01,,,"10.1239/aap/1143936142",,,,False,,"Kirkbride C ",False,"Ruiz-Hernandez D ",True,,
,"0123",22,,133993,4,,"D","<p>Some families of indexable restless bandit problems</p>","38 (3)","643-672","Advances in Applied Probability",,"00018678",2006-Sep-01,,,"10.1239/aap/1158684996",,,,False,,"Kirkbride C ",False,"Ruiz-Hernandez D ",True,,
,"0123",22,,133998,1,,"D","<p>A two-level model for evidence evaluation</p>","52 (2)","412-419","Journal of Forensic Sciences",,"0022-1198",2007-Mar-01,,,"10.1111/j.1556-4029.2006.00358.x",,,,True,,"Aitken C G G ",True,"Zadora G ",True,,
,"0123",22,,133998,2,,"D","<p>Evaluation of trace evidence for three-level multivariate data with the use of graphical models</p>","50 (10)","2571-2588","Computational Statistics & Data Analysis",,"01679473",2006-Jun-01,,,"10.1016/j.csda.2005.04.005",,,,False,,"Aitken C G G ",True,"Curran J M ",True,"Zadora G ",True
,"0123",22,,133998,4,,"D","<p>Evaluation of trace evidence in the form of multivariate data</p>","53 (1)","109-122","Journal of the Royal Statistical Society Series C (Applied Statistics)",,"14679876",2004-Jan-01,,,"10.1046/j.0035-9254.2003.05271.x",,,,True,,"Aitken C G G ",True,,,,
,"0123",22,,133999,1,,"D","<p>Exact filtering for partially-observed continuous-time models</p>","66 (3)","771-789","Journal of the Royal Statistical Society Series B (Statistical Methodology)",,"14679868",2004-Aug-01,,,"10.1111/j.1467-9868.2004.05561.x",,,,False,,"Fearnhead P ",False,,,,
,"0123",22,,133999,2,,"D","<p style="" margin-top: 0;"">Maximum likelihood estimation of coalesce times in genealogical trees</p>","171 (4)","1-12","Genetics",,"00166731",2005-Dec-01,,,"10.1534/genetics.105.043067",,,,False,,"Fearnhead P ",False,,,,
,"0123",22,,134000,1,,"D","<p>Nonparametric inference about service time distribution from indirect measurements</p>","66 (4)","861-875","Journal of the Royal Statistical Society Series B (Statistical Methodology)",,"14679868",2004-Nov-01,,,"10.1111/j.1467-9868.2004.B5725.x",,,,False,,"Hall P ",True,,,,
,"0123",22,,134001,1,,"D","<p>Efficient calculation of the normalizing constant of the autologistic and related models on the cylinder and lattice</p>","65 (1)","235-246","Journal of the Royal Statistical Society Series B (Statistical Methodology)",,"14679868",2003-Feb-01,,,"10.1111/1467-9868.00383",,,,False,,"Friel N ",True,"Reeves R ",True,,
,"0123",22,,134001,2,,"D","<p>Efficient recursions for general factorisable models</p>","91 (3)","751-757","Biometrika",,"14643510",2004-Sep-01,,,"10.1093/biomet/91.3.751",,,,False,,"Reeves R ",True,,,,
,"0123",22,,134001,3,,"D","<p>An efficient Markov chain Monte Carlo method for distributions with intractable normalising constants</p>","93 (2)","451-458","Biometrika",,"14643510",2006-Jun-01,,,"10.1093/biomet/93.2.451",,,,False,,"Berthelsen K ",False,"Moller J ",True,"Reeves R ",True
,"0123",22,,209019,1,,"D","<p>Motor unit number estimation using reversible jump Markov chain Monte Carlo (with discussion)</p>","56 (3)","235-269","Journal of the Royal Statistical Society Series C (Applied Statistics)",,"00359254",2007-May-01,,,"10.1111/j.1467-9876.2007.00576.x",,,,False,,"Friel N ",True,"Henderson R ",False,"Pettit A",False
,"0123",22,,134002,1,,"D","<p>Childhood malaria in the Gambia: a case-study in model-based geostatistics</p>","51 (4)","493-506","Journal of the Royal Statistical Society Series C (Applied Statistics)",,"14679876",2002-Oct-01,,,"10.1111/1467-9876.00283",,,,False,,"Diggle P ",False,"Moyeed R ",True,"Thomson M",True
,"0123",22,,134002,2,,"D","<p>Point process methodology for on-line spatio-temporal disease surveillance</p>","16 (5)","423-434","Environmetrics",,"1099095X",2005-Aug-01,,,"10.1002/env.712",,,,False,,"Diggle P ",False,"Su T-L ",False,,
,"0123",22,,134002,3,,"D","<p>Spatial modelling and prediction of Loa loa risk: decision making under uncertainty</p>","101 (6)","499-509","Annals of Tropical Medicine and Parasitology",,"13648594",2007-Sep-01,,,"10.1179/136485907X229121",,,,False,9,"Christensen O ",True,"Diggle P ",False,"Thomson M ",True
,"0123",22,,134002,4,,"H","<p>Bivariate modelling and prediction of spatial variation in Loa loa prevalence in tropical Africa&#160;</p>",,,,,,2006-Mar-01,,"http://www.bepress.com/cgi/viewcontent.cgi?article=1103&context=jhubiostat",,"Accepted for publication as a discussion article in the Journal of the American Statistical Association.",,,False,,"Crainiceanu C M",True,"Diggle P J",False,,
,"0123",22,,134003,1,,"D","<p>A Gibbs sampler for the Markov modulated Poisson process</p>","68 (5)","767-784","Journal of the Royal Statistical Society Series B (Statistical Methodology)",,"14679868",2006-Nov-01,,,"10.1111/j.1467-9868.2006.00566.x",,,,False,,"Fearnhead P",False,,,,
,"0123",22,,134004,1,,"D","<p>A dependence measure for multivariate and spatial extreme values: properties and inference</p>","90 (1)","139-156","Biometrika",,"14643510",2003-Jan-01,,,"10.1093/biomet/90.1.139",,,,False,,"Schlather M ",True,,,,
,"0123",22,,134004,2,,"D","<p>Diagnostics for dependence within time series extremes</p>","65 (2)","521-543","Journal of the Royal Statistical Society Series B (Statistical Methodology)",,"14679868",2003-May-01,,,"10.1111/1467-9868.00400",,,,False,,"Ledford A W ",True,,,,
,"0123",22,,134004,3,,"D","<p>A conditional approach to modelling multivariate extreme values (with discussion)</p>","66 (3)","497-547","Journal of the Royal Statistical Society Series B (Statistical Methodology)",,"14679868",2004-Aug-01,,,"10.1111/j.1467-9868.2004.02050.x",,,,False,,"Heffernan J E ",False,,,,
,"0123",22,,134004,4,,"D","<p>Exploiting occurrence times in likelihood inference for componentwise maxima</p>","92 (1)","213-227","Biometrika",,"14643510",2005-Mar-01,,,"10.1093/biomet/92.1.213",,,,False,,"Stephenson A ",False,,,,
,"0123",22,,134005,1,,"D","<p>Identification of vector AR models with recursive structural errors using conditional independence graphs</p>","10 (1-3)","49-65","Statistical Methods & Applications",,"1613981X",2001-Jan-01,,,"10.1007/BF02511639",,,,False,,"Reale M ",True,,,,
,"0123",22,,134005,2,,"D","<p>The sampling properties of conditional independence graphs for structural vector autoregressions</p>","89 (2)","457-461","Biometrika",,"14643510",2002-Jun-01,,,"10.1093/biomet/89.2.457",,,,False,,"Reale M ",True,,,,
,"0123",22,,134005,3,,"D","<p>Prediction of extreme temperatures in a reactor using measurements affected by control action</p>","45 (2)","159-168","Technometrics",,"15372723",2003-May-01,,,"10.1198/004017003188618797",,,,False,,"Logsdon J ",True,"Scarrot C ",True,,
,"0123",22,,134005,4,,"D","<p>A class of modified high order autoregressive models with improved resolution of low frequency cycles</p>","25 (2)","235-250","Journal of Time Series Analysis",,"14679892",2004-Mar-01,,,"10.1046/j.0143-9782.2003.00347.x",,,,False,,"Morton A S ",True,,,,
,"0123",22,,134006,1,,"D","<p>The netlog transformation and quantile regression for the analysis of a large credit scoring database</p>","54 (5)","863-878","Journal of the Royal Statistical Society Series C (Applied Statistics)",,"14679876",2005-Nov-01,,,"10.1111/j.1467-9876.2005.00520.x",,,,False,,"Somers M ",True,"Whitehead C ",False,,
